sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao
1,22,3,8,7,44,0,2,0.9,1321.55
2,29,4,8,9,44,0,6,30.9,3651.35
2,22,3,8,7,44,0,7,2.1,1329.73
1,50,7,8,4,44,0,5,53.8,2346.36
1,20,3,8,7,44,0,5,0.6,980.54
1,38,5,4,2,44,0,5,95.5,1274.86
1,27,4,2,7,44,0,10,23.9,2041.04
1,28,4,8,7,38,0,10,79.5,3012.91
1,43,6,2,9,40,0,8,173.6,16529.3
1,48,6,99,9,40,0,10,15.1,3815.83
1,36,5,8,7,44,0,8,41.9,1417.93
1,34,5,8,7,44,0,9,76.6,2819.41
2,67,8,99,9,30,0,10,365.9,20725.47
2,51,7,99,9,40,0,10,222.6,6318.31
2,25,4,8,7,44,0,2,11.9,1039.82
1,25,4,8,5,44,0,5,68.4,1363.07
1,59,7,99,9,40,0,6,131.1,4214.34
1,26,4,8,7,36,0,4,44.9,1426.09
1,25,4,8,8,44,0,4,11.7,897.26
1,56,7,99,9,30,0,10,342.2,12852.1
2,45,6,99,9,20,0,9,249.9,3797.84
1,40,6,99,7,30,0,10,99.5,1190.87
1,30,5,8,6,44,0,3,17.8,2156.24
2,30,5,8,10,8,0,5,28.5,1864.66
1,44,6,8,7,38,0,8,23.9,1270.02
1,50,7,99,7,40,0,10,220.9,7420.11
1,47,6,8,7,44,0,2,61.9,3075.37
2,39,5,99,9,40,0,10,75.5,4154.65
2,24,3,6,7,44,0,3,10.1,1317.65
1,54,7,8,7,44,0,4,55.5,1086.69
1,50,7,99,9,30,0,9,182.1,7802.45
1,43,6,9,7,44,0,5,1.4,812.96
2,31,5,8,7,44,0,4,19.9,2291.21
1,31,5,2,7,44,0,3,72.7,2318.78
2,19,3,8,7,44,0,2,3.9,1245.37
2,61,7,99,7,40,0,10,415.7,4971.71
1,42,6,4,7,44,0,5,36.0,2461.88
1,21,3,99,7,40,0,10,4.9,1912.05
1,60,7,8,7,44,0,5,52.9,1434.06
1,28,4,6,8,44,0,8,95.4,5302.92
2,25,4,8,7,44,0,2,10.9,1042.03
2,36,5,99,10,40,0,10,136.8,5773.56
2,45,6,8,6,1,0,5,2.0,1019.51
1,38,5,8,5,44,0,9,122.5,1393.99
1,39,5,9,3,44,0,8,35.5,3242.03
1,32,5,9,6,44,0,3,13.9,1494.91
1,38,5,9,4,44,0,8,13.3,2391.03
1,22,3,8,6,44,0,7,10.6,1400.29
1,41,6,2,7,36,0,7,1.8,1111.94
2,18,3,8,6,20,0,10,14.3,513.06
1,40,6,99,7,30,0,9,20.6,2582.5
2,45,6,99,5,40,0,10,295.2,3051.48
2,32,5,9,7,44,0,5,4.6,1115.2
1,45,6,2,7,44,0,5,5.1,3040.94
1,29,4,8,5,44,0,10,61.6,1978.86
1,36,5,8,7,44,0,7,42.3,2248.61
1,29,4,8,7,44,0,4,69.7,1054.85
1,32,5,8,9,36,0,8,8.0,1798.51
2,28,4,8,9,1,0,6,64.9,2118.99
1,53,7,8,5,44,0,7,35.5,1249.36
2,52,7,9,7,44,0,4,77.9,1586.61
1,39,5,8,7,44,0,4,62.9,2305.58
2,28,4,8,9,33,0,6,72.9,1686.91
2,34,5,8,7,44,0,4,57.7,2072.41
1,39,5,8,7,44,0,5,59.5,1955.12
1,30,5,99,9,30,0,10,0.9,3144.28
1,20,3,8,7,44,0,9,1.4,923.54
1,20,3,2,7,44,0,6,5.3,1158.71
1,31,5,8,7,36,0,5,33.9,1560.29
1,36,5,99,9,36,0,8,95.7,12293.23
1,33,5,8,7,44,0,10,17.6,2013.69
1,39,5,9,7,44,0,2,23.8,2845.04
2,29,4,9,7,40,0,10,10.8,1424.95
1,41,6,8,8,44,0,6,19.4,1257.0
2,56,7,99,7,40,0,10,155.0,2588.39
1,61,7,8,2,44,0,6,71.5,1427.12
1,37,5,99,7,40,0,10,46.2,1352.35
1,59,7,2,7,44,0,10,376.5,4208.65
1,54,7,99,9,30,0,10,321.0,11983.9
1,30,5,9,9,14,0,6,22.9,1871.24
2,59,7,8,7,44,0,5,50.9,1270.35
1,40,6,8,7,44,0,10,19.1,2278.65
1,33,5,8,7,44,0,3,96.3,1186.3
2,28,4,2,9,44,0,9,40.2,1837.13
1,47,6,9,7,44,0,2,59.9,1374.48
2,50,7,8,7,44,0,9,137.5,3063.77
2,43,6,99,8,40,0,9,83.7,1430.56
1,51,7,4,7,44,0,3,27.9,1533.29
2,45,6,99,9,30,0,10,107.1,4654.46
1,62,7,8,7,44,0,6,49.9,2921.07
2,32,5,8,9,20,0,6,32.4,2249.18
1,60,7,9,4,22,0,2,95.9,656.99
1,23,3,8,7,44,0,3,11.9,2326.19
2,41,6,99,7,40,0,10,250.4,4131.93
2,44,6,99,9,40,0,10,101.8,3249.34
2,72,8,99,9,40,0,10,501.3,12687.56
1,37,5,8,6,44,0,8,40.9,2615.06
1,42,6,8,7,44,0,6,5.3,1354.24
2,59,7,99,7,30,0,10,474.8,1633.37
1,31,5,8,7,38,0,9,3.9,1301.23
2,61,7,2,7,30,0,7,156.6,1985.05
1,31,5,2,7,44,0,3,1.9,1522.81
1,53,7,8,6,44,0,8,22.7,1100.67
1,42,6,9,7,44,0,6,3.2,1412.95
2,34,5,9,7,0,0,8,2.9,1603.15
1,26,4,8,9,30,0,4,18.6,3614.87
1,45,6,99,7,40,0,8,123.9,1549.22
1,49,6,8,5,42,0,10,279.6,1682.17
2,42,6,8,7,44,0,4,16.9,1179.38
1,26,4,2,4,44,0,8,1.5,1386.07
1,51,7,8,5,44,0,4,31.9,2233.81
1,28,4,8,7,36,0,7,5.6,1496.34
1,30,5,8,6,44,0,10,144.2,2050.38
2,42,6,8,7,40,0,7,171.6,7295.61
1,43,6,2,7,44,0,8,13.3,3776.96
1,38,5,99,7,36,0,10,98.9,1800.54
1,60,7,99,3,40,0,7,165.9,1187.17
1,20,3,9,7,44,0,5,5.0,1039.21
1,18,3,2,4,44,0,10,7.5,1572.73
2,32,5,9,7,44,0,2,76.9,2390.67
2,33,5,9,9,36,0,8,9.6,2621.63
1,62,7,9,7,44,0,7,69.1,1961.92
1,49,6,99,9,44,0,10,168.4,4506.85
2,69,8,99,7,30,0,10,380.9,3824.5
2,23,3,9,7,44,0,4,12.9,1681.38
2,57,7,99,7,20,0,10,429.7,7133.77
2,43,6,99,7,40,0,10,249.9,2854.4
1,25,4,2,7,36,0,7,7.9,1270.58
1,29,4,8,8,42,0,3,36.3,1006.1
1,30,5,99,7,30,0,10,124.8,3902.16
2,59,7,99,4,30,0,9,414.4,1676.36
2,32,5,2,7,44,0,5,35.9,1169.11
2,48,6,4,7,44,0,9,65.7,3236.52
2,26,4,8,7,33,0,10,21.7,1393.97
2,33,5,99,9,40,0,10,149.4,5610.75
1,30,5,8,7,44,0,7,56.9,1247.29
1,43,6,9,5,44,0,4,32.8,2848.33
1,35,5,4,4,44,0,4,1.9,1147.95
1,20,3,8,7,44,0,3,9.9,1014.51
1,42,6,8,7,44,0,7,27.9,1379.42
1,49,6,99,9,20,0,10,278.9,10461.77
1,19,3,2,7,44,0,3,3.2,1296.66
2,33,5,9,7,44,0,4,6.8,1260.69
2,37,5,99,9,30,0,9,70.3,2603.0
1,32,5,8,7,44,0,5,37.9,1067.99
1,33,5,1,7,44,0,4,19.9,1363.04
1,45,6,8,7,44,0,3,130.9,1203.79
2,48,6,8,8,44,0,2,6.9,1183.61
1,46,6,8,7,44,0,7,6.7,1654.43
2,18,3,99,7,44,0,10,5.9,1047.7
1,27,4,2,6,44,0,7,4.3,1169.88
1,30,5,8,7,44,0,2,2.2,897.7
2,42,6,99,9,36,0,10,17.9,5679.29
1,47,6,99,7,44,0,9,19.9,1328.62
2,34,5,8,7,44,0,2,69.9,1440.63
2,22,3,8,7,44,0,6,14.6,1677.96
2,37,5,99,5,40,0,9,47.9,3001.23
1,48,6,8,7,44,0,2,5.1,1742.21
1,38,5,8,9,38,0,10,172.4,13728.43
1,33,5,8,9,20,0,2,4.2,1459.43
1,29,4,99,5,40,0,9,41.2,1079.56
2,34,5,2,9,25,0,6,91.7,3048.67
1,33,5,8,7,44,0,9,8.7,1320.44
2,56,7,99,9,40,0,8,70.8,3703.71
1,39,5,8,7,44,0,4,35.9,1300.87
1,27,4,99,6,40,0,10,9.6,1313.06
2,42,6,8,7,36,0,9,29.7,1208.19
2,52,7,99,7,40,0,10,107.8,1995.63
1,26,4,99,7,30,0,9,32.9,1040.23
2,22,3,8,7,44,0,4,14.8,1596.42
1,19,3,9,8,20,0,6,13.8,1034.77
1,38,5,2,7,44,0,8,1.8,1971.04
1,31,5,2,4,33,0,10,12.7,1628.58
2,50,7,99,9,30,0,10,72.9,7726.06
2,25,4,9,7,44,0,4,3.9,1205.95
1,43,6,8,7,44,0,6,39.4,1343.55
1,49,6,99,9,30,0,10,10.9,2161.07
2,32,5,8,7,44,0,6,3.9,1054.97
2,55,7,8,7,44,0,5,22.8,1645.07
1,43,6,2,7,44,0,4,42.9,1992.53
1,60,7,99,7,40,0,10,429.9,19175.4
2,46,6,2,8,30,0,9,128.8,2359.09
1,41,6,99,7,30,0,10,245.9,9127.02
2,44,6,8,7,36,0,7,20.9,1516.41
2,26,4,99,7,36,0,10,39.9,1252.35
2,60,7,8,5,44,0,3,18.9,792.96
2,34,5,8,7,44,0,5,26.9,1885.18
1,39,5,8,7,41,0,6,1.9,1496.12
1,38,5,2,7,44,0,10,27.6,2017.46
1,35,5,8,7,36,0,6,44.6,1882.45
1,36,5,8,7,44,0,10,22.3,3140.27
2,33,5,9,7,44,0,7,25.7,1637.08
1,50,7,8,7,44,0,3,133.9,1686.75
2,40,6,2,7,40,0,10,11.9,1042.76
1,33,5,8,7,36,0,9,26.7,2661.73
1,48,6,8,7,40,0,7,1.3,2831.37
2,26,4,8,7,44,0,5,84.9,1795.32
1,28,4,2,7,44,0,10,117.5,2727.8
1,61,7,99,7,40,0,10,386.8,5594.99
2,37,5,99,9,40,0,8,22.4,14121.89
2,51,7,99,7,30,0,10,297.9,9774.39
2,52,7,99,7,30,0,10,269.5,2051.56
2,41,6,99,4,40,0,10,166.1,1391.83
2,56,7,99,7,20,0,10,261.9,6175.57
2,36,5,2,7,4,0,2,83.9,1609.67
1,59,7,99,7,20,0,10,248.9,4423.34
1,68,8,8,7,44,0,5,251.9,9074.66
2,20,3,8,7,44,0,4,11.4,1235.18
1,43,6,99,7,40,0,10,107.9,1474.56
1,21,3,8,7,44,0,2,2.0,1139.39
2,37,5,99,9,30,0,10,87.2,3860.46
2,27,4,9,7,44,0,2,14.9,1655.22
1,39,5,8,7,44,0,4,113.9,1469.71
2,30,5,8,7,40,0,7,8.7,1258.89
2,29,4,8,7,44,0,10,0.9,1350.92
1,56,7,8,7,44,0,5,134.9,1522.39
1,23,3,8,7,44,0,5,17.8,1763.59
1,50,7,99,9,40,0,7,317.3,7296.58
2,42,6,99,9,40,0,10,79.8,4316.02
2,41,6,99,9,30,0,10,44.9,6947.96
1,34,5,8,4,44,0,3,28.9,1072.07
1,45,6,99,7,30,0,10,186.9,5352.82
1,21,3,8,7,44,0,5,12.9,973.17
1,60,7,99,9,36,0,10,22.9,3916.81
1,48,6,99,9,40,0,8,188.5,8959.91
2,25,4,8,7,44,0,4,18.6,1407.15
2,23,3,2,9,36,0,7,11.0,1680.48
1,21,3,99,7,36,0,10,27.9,1118.12
1,46,6,9,7,0,0,9,34.5,3305.63
2,44,6,6,4,44,0,8,20.6,1306.42
1,23,3,8,7,36,0,5,9.9,1362.74
1,38,5,8,9,40,0,7,1.2,1658.01
2,33,5,99,7,40,0,10,89.2,1612.26
1,34,5,8,7,44,0,5,7.1,4405.61
2,32,5,8,7,44,0,7,53.8,1272.8
2,48,6,99,9,30,0,10,145.1,3474.97
1,47,6,9,7,44,0,4,9.9,1272.4
1,34,5,2,7,30,0,5,103.7,3632.82
1,21,3,9,7,44,0,3,4.9,1390.83
1,65,8,99,3,40,0,10,211.0,4059.89
2,23,3,9,7,44,0,4,21.3,1351.2
2,49,6,99,7,40,0,9,153.6,2152.27
2,54,7,9,9,25,0,7,272.4,2941.6
2,48,6,99,7,30,0,10,294.9,1496.9
1,38,5,8,7,44,0,4,1.4,885.91
1,56,7,99,9,30,0,10,202.6,2418.33
1,34,5,99,11,25,0,10,102.3,2939.08
1,67,8,99,2,36,0,10,11.9,1798.48
1,59,7,9,7,44,0,7,11.2,560.23
1,24,3,8,7,44,0,4,37.9,1276.29
1,26,4,8,6,44,0,2,37.9,1397.36
2,23,3,8,4,30,0,2,5.2,1095.18
1,72,8,99,5,40,0,10,287.9,1775.2
2,22,3,8,5,44,0,10,2.7,1531.72
1,52,7,4,7,44,0,3,18.9,1068.0
2,18,3,8,8,44,0,4,7.5,1071.25
1,25,4,8,7,44,0,5,4.5,1366.64
2,36,5,8,7,44,0,3,3.7,764.42
1,33,5,8,7,44,0,2,21.9,1043.97
2,21,3,8,7,44,0,6,2.2,780.92
2,45,6,8,5,44,0,5,97.9,1492.6
1,33,5,2,7,44,0,8,6.4,1826.09
2,50,7,99,6,40,0,10,311.9,2085.23
1,48,6,8,7,44,0,7,106.5,1702.59
1,32,5,9,7,44,0,3,65.9,1597.26
1,22,3,9,7,44,0,4,3.9,1474.13
1,26,4,4,7,44,0,5,17.3,2096.08
1,28,4,8,7,44,0,7,0.3,520.02
2,44,6,4,7,44,0,9,23.3,1665.56
1,19,3,8,8,44,0,8,8.5,1005.82
1,36,5,8,6,44,0,9,153.6,1770.81
2,36,5,9,7,44,0,4,5.9,1546.25
1,55,7,8,4,44,0,9,376.3,3555.54
1,39,5,99,5,36,0,10,172.9,1208.01
1,25,4,8,8,44,0,9,45.5,4541.62
2,21,3,8,7,44,0,4,6.1,1458.48
1,44,6,2,7,44,0,5,87.4,1751.97
1,21,3,8,7,36,1,6,42.1,2666.35
1,26,4,99,7,30,0,8,45.5,2298.07
1,36,5,4,2,44,0,4,0.7,1744.89
1,19,3,8,7,44,0,10,32.6,1239.47
1,52,7,99,9,40,0,10,20.9,17123.92
2,44,6,99,7,20,0,10,160.8,6789.15
1,33,5,99,9,44,0,9,58.9,7992.79
1,46,6,99,7,40,0,10,181.0,2544.91
1,49,6,8,7,44,0,8,139.8,3243.41
1,23,3,8,7,44,0,6,0.6,1213.04
2,31,5,8,7,44,0,5,39.9,1651.38
1,27,4,9,3,44,0,6,6.1,1058.19
1,20,3,9,7,44,0,7,22.6,1340.16
1,38,5,99,9,40,0,10,120.0,24548.64
1,43,6,2,10,37,0,8,148.8,22975.37
1,23,3,9,5,44,0,7,8.7,1506.99
1,34,5,99,9,40,0,10,44.8,12784.57
1,49,6,2,6,22,0,10,128.7,1643.89
1,54,7,99,9,36,0,10,75.6,7217.12
1,52,7,8,7,44,0,2,17.9,1394.81
1,38,5,2,7,44,0,8,43.7,4609.66
1,35,5,8,9,40,0,10,35.8,3389.13
1,43,6,8,7,44,0,9,166.7,1371.28
2,40,6,99,9,30,0,10,129.9,5007.49
1,35,5,8,7,44,0,3,25.9,1370.89
1,49,6,99,2,30,0,7,120.5,1664.96
1,58,7,99,5,30,0,10,266.8,1683.62
1,32,5,8,4,44,0,3,30.9,1354.81
1,64,7,8,7,13,0,3,33.5,624.29
2,20,3,8,7,24,0,6,9.7,975.71
1,62,7,99,7,32,0,9,154.9,1386.3
1,31,5,9,7,44,0,2,2.9,1499.71
2,50,7,99,7,40,0,10,172.9,4713.51
2,39,5,99,9,30,0,10,9.6,5385.98
2,38,5,99,7,40,0,10,33.6,1072.13
1,31,5,8,9,44,0,7,19.7,2787.33
2,50,7,99,9,30,0,10,270.2,8849.41
1,44,6,9,7,44,0,3,9.2,2931.33
2,38,5,8,9,44,0,10,2.3,1159.98
1,35,5,8,7,44,0,3,31.9,1801.66
2,47,6,8,5,44,0,6,31.7,1492.64
1,19,3,8,7,44,0,2,5.8,1010.15
1,32,5,9,7,44,0,2,6.4,1045.11
1,41,6,99,9,28,0,10,104.9,4047.32
1,28,4,8,7,36,0,4,2.0,1050.22
2,42,6,99,9,40,0,10,92.8,5338.07
2,35,5,99,5,44,0,10,34.2,1048.84
1,40,6,8,9,40,0,6,68.9,12415.15
1,46,6,8,7,44,0,8,111.4,2367.29
1,46,6,2,7,44,0,10,2.3,1552.43
1,40,6,99,9,40,0,10,71.8,2685.67
1,35,5,8,3,44,0,3,9.4,1124.3
1,37,5,9,9,40,0,10,10.9,3230.25
1,53,7,99,9,40,0,10,415.5,17693.13
1,26,4,8,7,44,0,9,12.6,1391.41
2,49,6,99,9,30,0,10,319.0,7424.84
2,36,5,6,9,44,0,9,10.9,1985.03
1,31,5,8,7,44,0,5,3.8,1744.63
1,65,8,2,3,44,0,6,24.9,1434.59
1,33,5,2,7,44,0,2,3.9,1361.56
2,45,6,99,7,40,0,10,250.5,8042.49
2,51,7,99,7,25,0,10,185.5,2226.58
1,47,6,8,7,44,0,8,129.8,2565.97
2,36,5,2,7,44,0,2,16.3,1511.72
2,50,7,99,9,20,0,10,206.7,5891.15
2,41,6,2,9,44,0,9,112.9,11571.64
2,48,6,8,7,38,0,10,4.3,1190.05
1,33,5,8,2,44,0,2,5.8,1509.07
1,49,6,8,5,44,0,4,211.9,2337.27
2,26,4,99,7,40,0,10,64.8,3167.15
1,33,5,8,7,44,0,7,23.5,1646.99
2,44,6,2,7,44,0,2,4.8,1036.92
2,32,5,99,9,40,0,10,34.0,13102.97
1,63,7,2,7,0,0,5,507.3,17094.52
1,22,3,8,6,44,0,5,36.9,1139.54
1,33,5,99,7,40,0,10,3.7,3054.28
2,24,3,99,7,40,0,10,47.6,2644.82
2,68,8,99,7,30,0,10,440.2,1579.65
1,40,6,4,7,44,0,3,1.9,1466.38
1,43,6,8,7,44,0,7,105.9,2283.85
1,49,6,99,4,44,0,9,192.0,2752.91
1,39,5,2,9,44,0,10,65.8,6075.16
1,28,4,8,7,44,0,4,70.9,2277.2
1,23,3,99,8,40,0,6,23.7,3019.34
2,49,6,99,9,24,0,10,52.9,1377.31
1,57,7,99,8,30,0,10,414.5,5324.3
2,28,4,99,7,40,0,8,82.9,1553.87
2,59,7,99,8,30,0,7,140.9,2688.25
1,42,6,9,9,44,0,4,82.9,1448.37
1,39,5,99,9,30,0,10,139.3,3758.9
2,44,6,99,9,44,0,9,128.7,4423.09
1,19,3,8,4,44,0,10,0.4,532.41
2,37,5,99,9,40,0,10,126.5,4883.82
1,29,4,2,9,44,0,7,53.4,7466.08
2,28,4,8,7,44,0,6,37.3,1859.4
1,39,5,99,9,25,0,10,177.9,6987.29
1,63,7,99,9,40,0,10,215.9,7895.87
1,40,6,2,6,44,0,7,113.9,1345.52
2,47,6,99,9,30,0,10,24.1,2747.85
1,41,6,8,3,44,0,4,4.8,1586.15
1,38,5,8,7,40,0,8,196.4,4323.29
1,56,7,99,4,36,0,8,131.9,1605.08
2,59,7,99,9,20,0,10,212.1,7588.52
2,43,6,2,7,44,0,3,2.9,1453.45
2,30,5,8,7,44,0,7,40.9,1108.11
1,22,3,8,8,44,0,5,6.8,1566.63
2,41,6,99,9,40,0,7,221.1,2409.72
2,51,7,99,9,40,0,9,274.9,5966.71
1,45,6,8,3,44,0,3,28.9,1062.31
1,43,6,99,7,36,0,10,28.9,1991.88
2,19,3,8,7,44,0,2,1.1,1503.43
1,27,4,8,7,44,0,3,82.9,921.59
2,39,5,2,7,44,0,3,35.9,1524.9
2,35,5,99,7,30,0,10,150.8,3669.76
2,33,5,8,6,44,0,5,27.9,1024.89
2,34,5,8,6,44,0,2,53.9,1665.54
1,39,5,99,9,30,0,10,190.2,2639.57
1,25,4,9,7,44,0,4,10.9,1139.61
1,58,7,2,7,44,0,6,7.6,716.55
2,56,7,99,5,44,0,9,429.4,1642.47
2,33,5,2,7,44,0,6,91.6,3430.05
1,27,4,8,7,44,0,10,7.6,2211.19
2,33,5,8,8,44,0,2,16.8,1147.23
2,42,6,8,8,44,0,7,21.6,1483.72
2,23,3,8,7,44,0,8,2.8,1123.68
2,29,4,99,9,40,0,10,21.5,1797.18
2,51,7,99,7,40,0,9,259.6,1620.61
1,23,3,8,7,44,0,10,17.5,2176.9
2,41,6,99,7,20,0,10,77.1,3586.89
2,34,5,8,9,36,0,6,64.2,3597.41
1,20,3,8,7,20,0,8,0.8,436.91
1,47,6,9,7,44,0,5,2.3,1263.75
2,58,7,99,11,30,0,10,189.6,5670.81
2,28,4,8,7,44,0,10,11.8,1012.12
2,34,5,99,9,40,0,10,94.8,4397.25
2,42,6,99,7,40,0,10,261.6,2321.52
1,40,6,8,7,44,0,4,120.7,1898.85
1,36,5,8,7,44,0,5,15.8,2335.04
1,39,5,8,7,42,0,9,5.2,1391.7
2,26,4,99,7,40,0,10,20.4,2658.2
2,21,3,8,5,44,0,6,1.6,1257.0
1,52,7,2,5,44,0,8,32.6,1339.68
1,33,5,8,7,44,0,8,3.2,1615.38
1,34,5,9,7,44,0,4,4.8,1247.63
1,45,6,99,9,28,0,8,138.9,4757.57
1,42,6,99,10,40,0,9,38.1,7745.0
1,37,5,9,7,44,0,4,4.9,1225.89
1,34,5,2,9,44,0,9,69.9,15158.31
1,40,6,8,7,44,0,7,265.4,7374.81
2,53,7,99,9,30,0,7,415.7,3707.22
1,37,5,99,9,40,0,8,93.6,11285.2
2,40,6,8,7,44,0,6,45.2,1774.32
2,37,5,8,7,44,0,9,66.5,1530.75
2,28,4,8,7,44,0,5,71.7,4116.12
1,53,7,99,7,40,0,7,178.9,1657.85
2,42,6,9,7,42,0,4,98.4,1498.67
1,42,6,9,7,44,0,5,24.7,1327.33
2,42,6,99,9,40,0,10,32.9,8944.42
1,39,5,9,9,36,0,10,3.1,3476.57
2,33,5,8,7,44,0,2,18.3,1216.58
1,67,8,2,1,44,0,4,54.9,1101.72
1,21,3,4,7,44,0,6,23.7,1207.73
1,20,3,4,7,44,0,8,14.0,1301.1
2,39,5,8,7,44,0,10,152.6,1424.22
1,45,6,99,7,44,0,10,35.9,1582.99
1,45,6,8,5,40,0,10,29.6,1044.22
2,56,7,2,7,30,0,9,188.8,2435.35
2,30,5,9,9,40,0,10,11.2,2889.55
1,39,5,99,9,20,0,9,119.0,2525.43
2,25,4,8,7,44,0,8,34.8,1746.61
1,25,4,4,7,44,0,3,22.5,869.06
2,25,4,9,7,44,0,3,5.9,1044.27
2,52,7,8,7,44,0,3,37.9,1008.31
1,59,7,99,4,40,0,10,62.7,1206.8
1,37,5,99,7,44,0,7,149.9,2567.34
2,34,5,8,7,44,0,8,111.9,1729.91
2,31,5,8,7,36,0,4,41.9,2099.35
1,26,4,8,6,44,0,8,59.8,1622.59
2,19,3,8,7,44,0,9,1.9,1302.16
1,54,7,99,9,30,0,10,425.9,4479.21
1,45,6,9,7,44,0,7,134.6,3891.57
2,37,5,8,7,44,0,2,11.9,1256.68
1,38,5,9,7,44,0,8,47.2,2315.52
1,45,6,99,9,40,0,10,185.8,23483.96
1,38,5,2,7,44,0,5,98.9,1014.4
2,31,5,9,7,44,0,3,9.9,1180.85
1,44,6,2,7,1,0,4,86.1,1577.11
1,36,5,99,6,40,0,7,203.4,8516.67
2,56,7,99,9,20,0,9,177.0,2423.96
2,40,6,8,7,44,0,9,59.6,1608.04
2,18,3,8,7,44,0,5,2.2,901.82
1,45,6,8,9,44,0,5,67.8,6762.15
1,32,5,2,6,44,0,4,44.8,1795.66
2,36,5,8,7,44,0,9,66.9,1596.82
2,31,5,99,9,40,0,10,37.7,2403.02
1,47,6,8,7,44,0,5,6.2,887.4
1,59,7,99,7,40,0,10,190.5,3007.42
2,39,5,99,11,40,0,8,109.2,16698.81
2,51,7,99,7,40,0,10,137.1,2050.51
1,50,7,2,7,44,0,5,20.0,2613.21
1,45,6,99,7,40,0,9,197.5,2936.52
1,69,8,99,7,44,0,10,272.4,5809.88
2,49,6,99,9,30,0,10,70.6,2649.65
2,27,4,2,8,44,0,5,12.7,1475.62
2,23,3,8,9,44,0,5,12.4,2597.0
2,36,5,99,4,44,0,8,135.2,1513.48
2,34,5,8,9,44,0,5,29.9,1992.49
2,29,4,8,7,44,1,6,1.7,993.24
2,31,5,99,7,40,0,10,10.5,1016.29
2,34,5,8,9,44,0,5,2.5,2032.84
1,38,5,8,7,44,0,7,3.9,1890.61
1,55,7,8,7,44,0,10,0.9,2058.38
1,42,6,8,7,44,0,4,2.8,1818.1
1,45,6,2,7,36,0,3,318.9,1850.31
1,54,7,9,7,44,0,8,79.7,1804.04
2,54,7,99,7,40,0,10,374.3,1384.86
1,36,5,4,7,38,0,10,120.9,3876.69
1,44,6,99,7,44,0,9,31.4,1176.67
1,57,7,8,7,30,0,9,197.9,1936.91
2,37,5,99,7,36,0,9,217.9,1863.96
1,41,6,9,7,20,0,4,11.1,576.05
2,33,5,8,9,30,0,4,136.4,5140.49
2,26,4,8,7,44,0,3,13.7,1502.02
1,39,5,8,7,44,0,3,1.9,1603.77
1,25,4,8,7,44,0,4,1.4,851.81
2,40,6,8,7,44,0,5,202.1,3150.62
2,41,6,99,7,44,0,8,165.9,3506.62
2,43,6,99,9,30,0,10,72.6,6420.61
2,50,7,99,9,40,0,6,246.1,5133.54
2,27,4,8,9,44,0,4,27.6,1499.06
1,33,5,8,7,44,0,7,48.7,2043.68
1,31,5,8,7,44,0,5,13.7,1985.21
2,58,7,99,7,30,0,10,237.9,1911.31
1,45,6,8,7,44,0,4,42.6,2246.4
2,33,5,8,9,18,0,5,38.8,1158.65
1,23,3,4,7,44,0,6,10.9,1276.65
2,40,6,8,7,36,0,10,55.9,1401.28
1,24,3,99,7,40,0,10,21.9,1258.37
1,19,3,8,7,44,0,10,0.7,1211.02
2,26,4,8,8,44,0,7,4.2,2150.47
1,48,6,2,7,39,0,9,29.2,3699.75
1,36,5,8,7,44,1,10,82.6,2003.09
1,49,6,8,7,44,0,6,6.7,8815.25
1,55,7,99,9,25,0,10,21.3,2162.71
2,40,6,99,9,25,0,10,20.9,2588.1
2,22,3,8,7,36,0,4,2.9,1146.61
1,40,6,99,9,20,0,10,175.7,7268.46
2,26,4,8,7,44,0,5,31.9,1152.35
1,36,5,8,7,42,0,10,170.9,4006.14
1,33,5,8,7,44,0,10,44.9,2177.84
1,34,5,99,7,44,0,9,57.7,1316.17
2,48,6,9,7,44,0,4,13.9,1067.97
2,37,5,8,7,44,0,3,2.9,1194.58
2,44,6,8,7,44,0,5,4.9,1322.11
2,54,7,99,7,40,0,10,155.6,2397.73
1,30,5,8,7,44,0,9,35.4,2072.86
2,53,7,99,11,40,0,10,133.2,13309.89
1,54,7,99,9,44,0,8,270.5,3955.32
1,29,4,8,7,44,0,6,12.4,1707.34
1,52,7,8,7,44,0,5,62.5,1587.95
1,34,5,8,6,44,0,6,0.3,608.72
2,39,5,99,9,40,0,10,118.0,7567.17
1,35,5,99,9,44,0,10,47.1,10027.52
1,35,5,8,7,36,0,7,0.7,894.02
1,20,3,8,5,44,0,10,1.8,939.75
1,23,3,8,6,41,0,9,10.3,1090.03
1,46,6,99,9,40,0,10,306.7,7763.02
2,45,6,99,5,40,0,10,199.9,1086.7
1,38,5,8,7,44,0,7,47.4,1535.16
1,50,7,8,2,44,0,5,39.9,1213.83
1,30,5,8,5,36,0,3,3.5,1136.76
2,47,6,9,4,44,0,4,1.9,1087.3
1,30,5,99,7,40,0,10,96.0,1733.75
2,19,3,4,7,44,0,4,11.9,1142.48
1,48,6,8,7,44,0,8,189.4,2878.9
1,29,4,2,7,44,0,4,2.1,1059.55
1,58,7,99,4,36,0,8,138.9,1782.24
2,28,4,9,9,40,0,10,6.9,4178.36
1,34,5,8,7,44,0,5,13.9,1529.93
2,34,5,8,7,44,0,9,4.9,1189.38
1,29,4,9,7,44,0,4,4.5,1093.26
