sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego
2,52,7,99,7,40,0,10,361.1
1,34,5,4,8,44,0,4,36.4
1,39,5,8,7,44,0,6,21.9
2,34,5,99,9,40,0,10,170.2
1,20,3,8,7,42,0,10,2.9
1,40,6,8,7,44,0,5,12.7
1,53,7,8,2,44,0,2,153.9
1,48,6,99,9,30,0,10,81.1
2,32,5,99,9,44,0,10,22.9
2,41,6,8,5,44,0,8,12.3
2,55,7,99,7,40,0,10,237.3
1,40,6,2,7,44,0,5,92.9
2,48,6,99,9,40,0,7,234.1
2,33,5,99,9,30,0,6,11.9
2,39,5,99,9,25,0,10,21.3
1,24,3,4,8,44,0,7,61.3
2,46,6,2,7,44,0,4,17.9
2,26,4,8,7,44,0,8,12.7
1,55,7,8,7,44,1,6,51.5
2,45,6,99,9,30,0,10,167.3
1,40,6,8,7,31,0,7,24.1
2,48,6,9,7,44,0,2,12.9
2,37,5,99,2,30,0,8,202.6
1,47,6,99,7,30,0,10,278.9
1,42,6,8,7,44,0,8,34.2
1,49,6,9,7,44,0,4,49.4
1,46,6,8,8,44,0,9,12.9
1,33,5,8,9,20,0,10,5.8
1,46,6,99,5,44,0,10,174.9
1,49,6,9,6,44,0,3,4.9
2,48,6,99,9,30,0,10,30.1
1,55,7,8,7,42,0,8,124.7
1,40,6,8,7,44,0,8,47.9
1,36,5,2,7,44,0,5,12.9
2,46,6,8,7,44,0,8,73.9
2,35,5,8,7,44,0,3,31.9
2,29,4,2,7,44,0,8,24.9
2,37,5,8,9,30,0,4,81.0
1,52,7,99,9,40,0,10,176.1
1,43,6,8,7,44,1,10,39.8
1,29,4,8,7,38,0,10,24.6
2,38,5,99,9,40,0,10,51.1
1,36,5,2,7,44,0,3,51.9
1,36,5,8,7,44,0,10,35.2
2,33,5,2,7,40,0,4,61.4
1,62,7,2,7,44,0,3,89.9
1,37,5,99,9,40,0,10,92.9
1,26,4,9,5,44,0,4,20.9
1,25,4,8,7,40,0,10,60.9
2,36,5,2,7,44,0,2,17.9
2,41,6,8,9,44,0,9,88.8
1,37,5,2,9,40,0,5,31.9
1,53,7,99,9,30,0,10,245.0
2,33,5,8,7,44,0,5,27.9
2,44,6,99,9,40,0,10,215.9
2,44,6,99,7,30,0,8,296.6
1,31,5,8,7,44,0,2,4.6
2,29,4,8,7,36,0,10,87.5
2,33,5,8,9,20,0,5,1.4
2,33,5,8,7,44,0,8,3.4
2,23,3,99,5,40,0,10,71.5
2,28,4,9,7,44,0,4,36.5
2,23,3,8,7,44,0,6,1.5
1,37,5,99,7,40,0,10,116.9
2,49,6,8,7,44,1,7,9.9
2,22,3,8,7,44,0,6,14.6
1,26,4,2,7,44,0,9,1.7
1,41,6,99,7,30,0,10,189.9
1,36,5,9,7,44,0,6,0.8
2,28,4,2,9,44,0,3,11.8
1,27,4,8,6,44,0,2,5.9
2,52,7,8,9,40,0,8,22.9
1,36,5,8,8,44,0,10,121.7
1,34,5,6,8,44,0,7,1.9
1,21,3,8,8,44,0,3,4.5
2,37,5,9,7,44,0,7,3.9
1,43,6,8,7,44,0,7,18.4
1,62,7,2,3,44,0,4,20.9
1,44,6,8,9,44,0,4,14.0
1,41,6,8,7,44,0,6,37.1
2,52,7,99,9,30,0,10,10.1
1,48,6,99,7,40,0,10,321.7
1,19,3,8,8,30,0,4,13.8
1,47,6,2,4,44,0,7,9.6
1,36,5,99,8,30,0,9,23.9
1,54,7,99,7,30,0,10,343.9
1,26,4,9,7,44,0,7,13.2
1,25,4,99,4,36,0,10,79.9
1,58,7,8,9,44,0,8,67.3
2,20,3,9,7,20,0,9,4.6
2,20,3,8,7,36,0,5,9.9
2,32,5,99,9,30,0,9,9.9
1,45,6,8,7,44,0,4,26.9
1,30,5,99,9,30,0,10,19.7
1,34,5,99,9,40,0,7,6.7
2,33,5,99,9,30,0,9,19.6
2,51,7,99,9,40,0,10,271.5
2,45,6,99,7,30,0,10,182.3
1,30,5,8,7,25,0,10,63.4
1,28,4,8,5,44,0,9,4.1
1,25,4,8,7,40,1,5,19.9
1,64,7,2,7,44,0,10,183.9
2,45,6,2,9,44,0,3,20.6
2,26,4,8,7,44,0,7,2.8
1,31,5,8,9,44,0,9,18.4
1,42,6,2,7,44,0,6,19.1
2,29,4,8,5,44,0,8,37.9
2,55,7,99,5,40,0,10,97.8
2,26,4,99,9,30,0,10,10.9
1,28,4,8,6,44,0,9,13.5
1,60,7,2,7,44,0,2,146.8
1,55,7,8,6,44,0,4,54.9
1,52,7,8,4,44,0,9,11.6
2,28,4,99,7,30,0,10,66.1
1,42,6,8,9,0,0,9,1.9
2,29,4,99,7,36,0,10,11.3
2,36,5,8,7,44,0,10,2.9
2,39,5,8,7,44,0,2,105.9
2,30,5,9,9,44,0,7,11.9
1,43,6,9,6,44,0,2,7.9
2,56,7,8,5,44,0,5,83.9
1,53,7,8,7,44,0,6,58.9
1,61,7,2,5,36,0,8,19.9
2,28,4,2,6,44,0,2,14.9
1,66,8,9,2,44,0,4,277.9
1,23,3,8,7,44,0,7,5.2
1,51,7,2,4,40,0,10,11.9
1,23,3,8,7,41,0,7,8.9
2,27,4,99,9,30,0,9,28.9
1,28,4,8,4,44,0,8,16.5
1,30,5,8,7,44,0,9,5.5
1,33,5,8,7,37,0,9,145.8
2,38,5,2,9,44,0,8,105.5
1,25,4,2,7,44,0,8,1.9
2,40,6,99,7,30,0,10,98.7
1,47,6,8,9,40,0,10,126.4
1,28,4,8,7,36,0,7,14.0
2,34,5,9,7,44,0,5,6.0
1,43,6,8,5,44,0,5,58.9
1,40,6,2,9,44,0,7,1.7
1,43,6,8,7,28,0,3,4.9
1,47,6,8,7,44,0,10,4.6
1,39,5,8,7,44,0,8,7.9
1,37,5,99,7,44,0,7,149.9
1,40,6,8,7,44,0,10,2.2
2,52,7,9,9,40,0,10,18.9
1,51,7,8,3,44,0,7,96.9
2,33,5,8,7,44,0,3,13.8
1,20,3,2,6,44,0,3,16.8
1,32,5,8,7,44,0,5,21.9
1,52,7,99,9,30,0,10,10.3
2,44,6,8,7,44,0,2,65.9
2,52,7,99,7,40,0,10,186.5
2,38,5,99,9,30,0,10,71.5
2,28,4,8,7,44,0,5,0.9
1,33,5,9,7,44,0,5,7.8
2,35,5,2,9,15,0,7,64.9
1,42,6,2,7,44,0,5,19.5
2,37,5,8,7,44,0,3,9.9
2,42,6,9,5,44,0,4,11.5
1,31,5,8,7,44,0,10,2.9
1,37,5,99,9,30,0,7,30.8
2,20,3,9,7,44,0,4,1.2
1,39,5,99,11,40,0,10,40.9
2,42,6,99,9,40,0,10,162.8
2,20,3,8,7,24,0,8,11.7
2,38,5,99,8,36,0,10,11.3
2,35,5,99,7,30,0,10,152.9
2,56,7,99,7,40,0,9,259.9
1,62,7,99,7,40,0,10,283.9
1,29,4,8,3,44,0,2,10.2
1,50,7,8,8,42,0,8,17.6
1,40,6,2,7,44,0,8,179.8
1,47,6,8,7,44,0,5,6.2
2,32,5,8,7,44,0,2,13.8
1,23,3,8,1,44,0,8,5.4
2,39,5,99,9,24,0,10,105.0
1,35,5,9,8,44,0,5,45.5
1,42,6,8,7,44,0,5,14.8
1,34,5,8,9,44,0,4,11.9
2,41,6,99,7,44,0,10,151.3
1,21,3,4,7,44,0,6,2.9
2,63,7,99,7,30,0,10,293.0
1,25,4,9,7,44,0,4,87.4
1,41,6,8,4,44,0,9,1.9
1,38,5,4,5,38,0,3,57.7
2,24,3,8,8,44,0,7,16.9
2,28,4,9,7,44,0,6,31.4
2,40,6,99,3,44,0,10,174.0
2,38,5,99,5,30,0,10,142.3
1,32,5,99,7,30,0,10,85.5
2,20,3,8,7,20,0,10,4.4
2,20,3,9,7,44,0,4,15.3
2,45,6,9,7,38,0,10,3.7
1,26,4,8,9,40,0,4,45.3
1,60,7,8,2,44,0,4,14.2
1,25,4,8,7,44,0,3,30.9
1,22,3,8,7,44,0,5,19.7
1,37,5,8,7,44,0,4,11.9
1,36,5,8,3,44,0,5,2.5
2,27,4,99,9,40,0,10,15.9
2,40,6,8,6,44,0,3,47.9
1,58,7,99,7,44,0,7,23.9
1,38,5,8,4,44,0,8,15.2
2,38,5,8,7,44,0,6,42.8
2,47,6,8,7,44,0,8,99.9
1,34,5,8,7,44,0,5,98.9
2,33,5,8,7,36,0,10,65.9
1,51,7,8,2,44,0,7,18.6
2,38,5,8,6,44,0,6,4.5
2,20,3,8,7,44,0,6,28.9
1,31,5,2,6,40,0,7,0.9
2,35,5,99,7,40,0,9,154.0
2,23,3,99,7,40,0,8,34.1
2,57,7,99,9,30,0,10,425.4
2,60,7,99,7,30,0,10,362.4
2,50,7,99,5,30,0,10,248.4
1,28,4,8,7,36,0,4,69.6
2,51,7,8,7,44,0,6,6.9
1,70,8,99,9,35,0,8,7.3
1,29,4,8,8,44,0,7,60.9
2,29,4,99,9,40,0,10,75.7
1,35,5,8,9,1,0,6,76.8
1,28,4,9,7,44,0,2,115.9
1,26,4,8,7,42,0,10,15.6
1,44,6,99,9,40,0,10,127.1
1,32,5,8,7,44,0,5,3.2
2,36,5,8,9,44,0,6,36.8
1,27,4,8,6,33,0,10,34.3
2,52,7,99,7,40,0,10,305.6
2,54,7,99,9,30,0,8,58.8
2,23,3,8,7,44,0,5,38.4
1,51,7,8,9,40,0,8,63.9
2,46,6,9,9,23,0,7,83.1
1,45,6,99,5,40,0,10,129.9
2,63,7,99,9,30,0,10,243.4
2,36,5,9,7,44,0,4,7.3
1,24,3,2,7,44,0,8,40.7
2,32,5,99,7,40,0,8,77.1
2,32,5,8,9,44,0,10,9.6
1,47,6,8,7,36,0,9,152.2
2,43,6,8,7,44,0,5,46.7
1,45,6,8,10,40,0,10,95.3
1,42,6,8,7,44,0,10,19.8
1,33,5,2,7,44,1,10,12.7
2,48,6,99,9,30,0,10,148.5
1,32,5,8,8,44,0,2,14.9
1,55,7,2,2,44,0,8,271.8
1,43,6,99,9,40,0,9,93.1
1,34,5,8,7,44,0,10,2.3
2,19,3,9,6,44,0,5,2.1
2,41,6,8,7,44,0,4,17.9
1,29,4,99,8,40,0,7,119.6
1,66,8,99,4,30,0,10,380.8
2,58,7,99,7,30,0,10,270.6
1,29,4,99,7,40,0,7,20.9
1,54,7,8,7,44,0,5,5.9
1,35,5,8,7,44,0,8,1.7
2,30,5,8,7,44,0,5,1.9
1,46,6,8,7,44,0,7,46.8
1,25,4,8,6,44,0,10,77.4
1,47,6,8,7,36,0,7,7.8
1,47,6,99,7,40,0,9,10.9
1,31,5,99,9,40,0,8,82.3
2,34,5,6,7,44,0,9,44.5
2,45,6,99,7,44,0,9,212.2
1,40,6,99,6,36,0,7,23.0
2,54,7,2,7,44,0,2,239.9
1,44,6,99,4,36,0,10,226.1
1,48,6,6,7,44,0,9,116.8
1,45,6,8,7,42,0,10,150.9
1,37,5,4,7,44,0,5,7.9
2,51,7,99,9,20,0,8,130.6
2,33,5,99,9,30,0,10,104.2
2,41,6,99,7,30,0,10,174.7
1,32,5,8,5,44,0,10,4.8
2,37,5,8,4,33,0,9,13.6
2,25,4,8,7,40,0,9,22.9
2,40,6,8,7,36,0,4,9.9
1,32,5,8,7,44,0,7,60.8
1,30,5,9,7,44,0,4,2.9
1,52,7,99,7,40,0,10,237.9
2,26,4,2,7,44,0,2,34.8
1,20,3,8,6,20,0,7,21.4
2,56,7,99,10,40,0,10,298.8
1,43,6,99,7,30,0,8,46.2
2,35,5,99,7,40,0,8,69.8
1,24,3,9,7,44,0,2,4.4
1,27,4,99,7,30,0,9,43.0
1,45,6,99,7,40,0,10,201.7
2,26,4,9,7,44,0,2,10.9
1,42,6,9,7,44,0,9,111.5
2,22,3,8,5,44,0,10,2.7
1,31,5,99,7,40,0,10,43.9
2,49,6,99,7,44,0,9,310.1
1,54,7,9,7,44,0,2,15.6
1,66,8,99,7,40,0,8,47.9
1,57,7,9,7,44,0,3,93.9
2,27,4,8,9,44,0,5,7.1
2,45,6,8,7,40,0,2,79.5
1,27,4,8,7,44,0,7,16.2
2,48,6,99,9,20,0,10,215.2
2,34,5,2,7,44,0,2,115.9
2,41,6,4,7,44,0,3,10.9
1,35,5,9,7,44,0,8,56.4
2,42,6,8,9,44,0,5,23.7
2,20,3,8,6,44,0,5,19.2
2,27,4,8,7,44,0,7,18.8
2,25,4,4,9,40,0,5,62.9
1,34,5,2,7,44,0,5,4.9
2,37,5,8,7,44,0,2,81.9
2,54,7,8,9,40,0,6,321.3
1,45,6,99,9,40,0,9,256.9
2,31,5,99,9,30,0,10,1.9
1,42,6,8,7,44,0,5,40.9
1,25,4,9,7,44,0,5,19.9
2,24,3,99,7,40,0,3,39.9
1,44,6,8,8,44,0,5,17.5
2,43,6,99,10,40,0,9,148.1
2,39,5,8,7,44,0,4,100.3
2,36,5,99,7,30,0,10,96.3
2,28,4,2,9,40,0,10,39.2
1,40,6,99,9,20,0,10,175.7
2,25,4,99,4,30,0,10,19.5
1,60,7,99,7,40,0,7,419.9
2,50,7,99,7,30,0,10,138.8
1,50,7,99,5,40,0,7,231.8
1,35,5,8,7,44,0,8,116.4
1,22,3,8,7,44,0,9,8.5
2,45,6,99,5,30,0,10,143.6
2,37,5,99,9,20,0,10,208.8
1,64,7,8,4,36,0,6,159.9
2,35,5,99,9,40,0,10,51.4
2,30,5,8,7,40,0,10,11.9
2,22,3,8,7,44,0,2,6.5
1,32,5,8,5,44,0,10,49.0
2,41,6,99,7,18,0,10,207.7
1,28,4,9,7,44,0,2,10.4
2,32,5,99,5,30,0,10,109.2
2,38,5,2,7,36,0,9,22.3
1,40,6,8,7,44,0,8,6.4
1,54,7,9,7,40,0,7,20.9
1,28,4,8,7,44,0,6,22.8
2,26,4,9,7,44,0,4,6.9
2,17,2,8,7,22,0,6,1.8
1,34,5,8,7,44,0,9,9.4
1,21,3,8,7,44,0,4,2.3
1,38,5,2,7,44,0,3,6.4
2,54,7,99,9,25,0,9,224.9
1,42,6,99,4,40,0,9,214.6
2,39,5,8,2,44,0,3,4.9
1,32,5,8,7,44,0,5,58.2
1,19,3,2,7,44,0,3,1.7
2,25,4,2,7,44,0,8,0.3
1,34,5,9,7,44,0,2,38.9
1,36,5,8,5,44,0,6,33.3
1,19,3,8,6,20,0,7,14.6
1,32,5,9,7,44,0,3,1.9
2,42,6,99,7,40,0,10,185.7
2,41,6,99,7,30,0,10,97.9
1,25,4,8,7,44,0,6,38.2
1,26,4,6,7,44,0,7,53.9
1,29,4,99,1,40,0,9,77.9
1,57,7,8,4,44,0,4,112.9
2,61,7,99,7,20,0,10,427.9
2,48,6,99,9,30,0,10,9.0
2,54,7,8,7,36,0,8,256.9
1,33,5,8,7,44,0,4,117.9
1,25,4,2,7,44,0,6,30.0
1,52,7,8,7,44,0,8,10.9
2,34,5,99,7,40,0,10,127.1
1,46,6,99,9,40,0,10,165.6
1,37,5,8,5,36,0,9,56.7
2,47,6,99,9,40,0,10,92.8
2,44,6,99,7,40,0,10,112.3
1,48,6,8,7,44,0,4,2.8
2,51,7,2,7,36,0,4,0.9
1,40,6,99,7,30,0,6,182.9
1,24,3,8,6,44,0,3,15.9
1,43,6,99,7,40,0,10,283.9
1,35,5,4,4,44,0,8,12.9
2,56,7,8,9,8,0,2,4.9
2,40,6,8,7,44,0,10,46.5
1,29,4,8,6,44,0,8,103.7
1,60,7,99,9,4,0,8,213.9
1,51,7,99,9,20,0,10,225.9
2,38,5,99,7,30,0,10,180.0
1,39,5,8,7,44,0,10,19.8
2,46,6,99,9,36,0,10,304.9
2,57,7,99,9,30,0,10,10.6
1,23,3,8,8,44,0,3,4.9
1,25,4,8,7,44,0,4,1.4
2,48,6,99,7,40,0,8,153.1
1,35,5,8,7,44,0,6,14.9
1,28,4,8,7,44,0,10,0.9
1,27,4,2,7,44,0,5,49.9
1,36,5,9,7,44,0,3,1.9
1,34,5,8,7,44,0,9,5.9
1,55,7,8,7,44,0,3,5.9
2,37,5,8,7,36,0,8,32.9
2,34,5,2,9,42,0,10,87.9
2,48,6,99,7,30,0,10,199.8
2,37,5,99,9,30,0,10,31.4
1,27,4,8,1,44,0,10,6.2
1,39,5,99,9,20,0,10,147.8
1,28,4,99,9,40,0,10,26.2
2,29,4,2,7,44,0,3,34.9
2,26,4,8,7,44,0,5,31.9
2,38,5,99,9,40,0,10,112.8
1,20,3,2,7,44,0,8,11.1
1,55,7,9,7,33,0,8,377.4
1,45,6,8,7,44,0,7,3.9
2,72,8,99,9,30,0,10,415.5
1,24,3,8,9,40,0,6,0.9
1,43,6,2,10,44,0,9,46.8
1,29,4,8,7,38,0,10,15.8
1,25,4,99,7,40,0,10,39.0
2,35,5,99,7,30,0,10,109.7
1,40,6,2,7,44,0,7,37.4
1,61,7,99,7,30,0,10,415.5
1,45,6,8,7,44,0,10,22.3
1,30,5,8,7,44,0,3,2.9
1,49,6,99,9,40,0,10,165.9
2,22,3,8,7,44,0,4,9.6
2,42,6,8,9,12,0,5,105.9
2,22,3,8,7,44,0,3,5.9
1,39,5,8,6,44,0,10,20.9
1,39,5,8,7,44,1,10,78.2
1,32,5,8,7,44,0,9,10.9
1,33,5,2,7,44,0,8,3.7
1,41,6,8,7,42,0,6,5.6
2,38,5,8,7,44,0,8,11.8
1,24,3,8,9,44,0,5,18.8
2,44,6,8,9,44,0,6,8.8
1,53,7,99,7,30,0,10,58.9
2,44,6,99,9,20,0,10,201.7
2,25,4,9,7,40,0,10,22.8
1,23,3,4,7,44,0,4,6.8
2,32,5,99,9,40,0,10,30.0
2,20,3,8,7,44,0,4,9.5
2,34,5,99,9,36,0,10,22.9
1,47,6,99,7,40,0,10,191.0
1,51,7,2,7,44,0,8,23.5
2,47,6,99,9,20,0,10,321.5
1,48,6,99,7,30,0,10,163.9
2,33,5,8,7,44,1,7,65.3
1,18,3,8,7,44,0,4,3.4
2,48,6,99,9,40,0,5,268.9
1,62,7,99,7,40,0,8,160.4
2,37,5,99,9,30,0,10,77.6
2,38,5,8,8,44,0,6,20.1
1,39,5,9,7,44,0,2,4.8
1,29,4,8,7,44,0,10,1.4
2,20,3,99,7,40,0,9,45.9
2,36,5,9,7,44,0,8,46.5
2,38,5,8,7,44,0,10,3.9
1,44,6,8,7,44,0,6,33.3
2,56,7,2,7,30,0,9,188.8
1,56,7,99,9,40,0,10,98.6
2,32,5,99,10,40,0,10,66.3
1,34,5,8,7,44,0,2,2.7
2,26,4,99,7,40,0,10,40.9
1,44,6,99,9,40,0,10,124.8
1,20,3,9,7,44,0,9,1.6
1,27,4,8,3,44,0,8,71.7
2,21,3,9,5,44,0,8,29.4
2,47,6,9,9,18,0,8,29.6
1,29,4,9,7,44,0,7,2.3
1,56,7,8,7,44,0,10,5.0
1,52,7,8,7,44,0,10,48.9
1,47,6,8,7,4,0,6,24.0
2,26,4,8,7,44,0,3,21.9
2,55,7,99,9,20,0,10,204.8
1,42,6,8,9,44,0,3,4.8
1,27,4,8,7,41,0,9,7.5
1,32,5,9,7,44,0,3,94.9
1,39,5,99,5,40,0,10,196.0
2,33,5,8,7,44,0,4,17.8
2,55,7,8,7,44,0,5,1.9
2,54,7,99,7,30,0,10,425.6
1,29,4,8,8,40,0,8,91.2
1,28,4,9,7,44,0,4,48.6
2,31,5,99,7,40,0,10,123.1
1,23,3,8,7,44,0,4,6.3
2,40,6,99,9,25,0,9,154.3
2,57,7,99,2,30,0,10,199.9
1,21,3,8,7,44,0,4,19.9
1,45,6,2,7,44,0,4,143.8
1,46,6,9,7,36,0,6,15.3
1,65,8,8,7,44,0,2,78.9
1,20,3,99,5,40,0,10,6.8
2,52,7,99,9,30,0,10,246.3
2,30,5,9,5,44,0,3,13.5
2,35,5,8,7,44,0,4,15.9
1,41,6,8,7,44,0,2,1.1
1,56,7,8,7,44,0,5,1.1
1,29,4,8,7,44,0,8,9.2
1,27,4,9,5,44,0,10,20.5
1,55,7,99,9,40,0,10,215.9
2,60,7,99,9,30,0,10,173.7
1,37,5,2,5,44,0,6,95.8
2,60,7,99,7,40,0,10,189.7
2,51,7,8,9,44,0,4,16.9
1,49,6,8,7,44,0,4,7.3
1,27,4,8,7,44,0,2,20.9
2,53,7,99,9,20,0,10,370.6
1,65,8,99,9,40,0,10,124.8
1,60,7,8,9,44,0,7,231.9
1,49,6,99,5,30,0,10,323.9
2,27,4,8,9,36,0,7,23.5
2,29,4,8,9,44,0,4,24.9
2,46,6,99,7,36,0,10,4.9
2,19,3,9,8,44,0,5,2.9
1,52,7,8,7,44,0,6,298.9
2,62,7,99,9,30,0,7,391.3
2,27,4,8,9,44,0,3,18.8
1,32,5,2,8,44,0,3,42.9
2,61,7,99,2,40,0,10,386.8
2,58,7,99,10,30,0,10,16.8
1,56,7,99,7,44,0,8,111.5
1,29,4,8,7,44,0,10,10.7
2,66,8,99,7,30,0,10,441.0
1,51,7,99,9,20,0,9,67.5
1,32,5,8,7,44,0,8,11.9
1,35,5,9,7,44,0,5,72.9
2,55,7,99,7,30,0,10,334.4
2,39,5,8,5,40,0,3,1.9
2,47,6,8,7,43,0,7,4.4
2,26,4,8,7,44,0,10,40.9
1,45,6,99,9,20,0,10,133.1
1,34,5,8,7,44,0,8,18.4
2,36,5,2,9,44,0,5,95.7
1,26,4,2,6,44,0,5,22.9
1,55,7,8,9,40,0,6,408.7
2,29,4,8,9,44,0,3,14.6
1,41,6,2,9,44,0,10,87.4
1,50,7,8,5,44,0,7,184.4
2,24,3,8,7,44,0,9,40.5
2,58,7,2,9,40,0,3,460.9
2,46,6,99,7,30,0,10,241.9
1,68,8,99,2,40,0,9,47.9
2,20,3,8,6,36,0,5,25.7
1,43,6,9,7,44,0,5,10.9
2,33,5,99,10,40,0,8,2.4
2,25,4,8,7,44,0,10,56.8
2,23,3,8,8,44,0,5,9.9
1,42,6,8,7,44,0,7,14.9
2,29,4,2,8,44,0,4,29.1
1,39,5,8,5,44,0,6,43.2
1,43,6,99,9,40,0,8,85.0
1,28,4,8,9,1,0,9,10.9
1,45,6,8,7,44,0,3,17.9
1,43,6,99,11,30,0,10,202.9
2,34,5,8,8,44,0,6,79.9
1,36,5,99,8,40,0,5,22.9
2,32,5,8,7,44,0,5,1.9
2,28,4,8,7,44,0,10,75.4
1,31,5,4,7,44,0,7,20.9
2,54,7,8,7,44,0,7,3.5
1,50,7,8,7,44,0,6,38.9
1,26,4,8,7,44,0,4,44.9
2,38,5,8,7,44,0,9,20.9
1,25,4,99,7,30,0,7,16.3
1,39,5,2,9,44,0,10,52.9
1,37,5,99,9,20,0,10,178.9
1,32,5,8,7,44,0,3,2.8
2,44,6,8,1,44,0,10,7.6
2,31,5,99,9,40,0,10,19.8
1,24,3,8,6,44,0,3,34.4
1,27,4,8,7,44,0,7,38.9
1,32,5,8,7,44,0,4,25.6
1,27,4,8,6,44,0,5,17.7
1,45,6,2,5,44,0,9,230.4
1,41,6,99,3,40,0,9,187.9
2,57,7,8,7,44,0,9,127.4
1,49,6,8,2,30,0,10,222.9
1,48,6,8,8,44,0,5,207.1
2,55,7,99,11,30,0,10,429.5
1,26,4,8,4,44,0,6,18.9
1,39,5,8,5,44,0,8,18.8
1,26,4,8,7,36,0,4,40.9
2,60,7,8,7,44,0,7,297.9
1,41,6,8,7,44,0,2,57.9
1,34,5,8,7,44,0,7,58.2
1,27,4,9,7,44,0,10,0.6
1,49,6,99,4,30,0,10,367.9
2,54,7,8,7,44,0,9,88.9
1,31,5,99,9,20,0,10,21.3
2,39,5,99,9,40,0,10,207.1
2,47,6,8,6,44,0,5,17.5
1,33,5,8,7,44,0,7,23.4
1,40,6,99,7,40,0,10,155.0
1,34,5,2,5,44,0,5,11.8
1,27,4,8,7,44,0,8,21.9
1,33,5,99,9,40,0,10,99.3
1,43,6,8,4,44,0,4,104.9
2,58,7,2,11,44,0,9,136.9
1,56,7,8,4,44,0,5,14.9
2,34,5,99,9,40,0,10,113.7
1,20,3,2,7,24,0,4,4.4
2,41,6,99,9,25,0,10,140.5
1,24,3,8,7,44,0,7,6.9
1,26,4,2,6,44,0,7,2.7
2,51,7,99,9,30,0,10,57.9
1,35,5,99,7,40,1,9,115.6
1,57,7,8,7,44,0,9,123.9
2,50,7,99,7,40,0,10,179.0
2,28,4,9,7,44,0,3,3.9
2,33,5,99,9,40,0,8,152.6
1,48,6,8,6,44,0,2,9.8
2,46,6,99,4,36,0,10,190.9
1,34,5,8,7,41,0,10,1.8
2,44,6,99,7,40,0,7,176.8
1,65,8,99,7,36,0,10,341.6
2,35,5,8,7,44,0,10,1.6
1,47,6,8,5,44,0,4,106.9
2,43,6,99,9,44,0,10,175.9
1,25,4,8,7,44,0,2,14.0
1,48,6,9,7,44,0,5,63.9
1,47,6,8,7,44,0,8,129.8
1,35,5,8,6,44,0,8,13.7
1,21,3,8,7,44,0,10,3.6
2,34,5,8,9,40,0,7,114.9
1,26,4,8,4,44,0,8,16.8
1,35,5,8,7,44,0,3,138.9
1,32,5,2,4,44,0,10,13.3
1,25,4,8,9,44,0,6,24.4
2,59,7,99,9,20,0,8,177.9
1,57,7,99,9,40,0,8,436.9
1,55,7,8,9,44,0,7,422.9
2,31,5,2,9,24,0,4,58.5
1,69,8,99,6,36,0,7,490.8
2,33,5,8,7,44,0,6,33.3
1,58,7,99,6,44,0,7,402.9
1,71,8,99,5,40,0,10,439.9
2,30,5,99,9,40,0,9,17.2
1,35,5,8,9,44,0,3,33.9
2,37,5,8,8,44,0,5,25.6
1,21,3,8,7,44,0,8,5.8
2,32,5,8,7,44,0,2,4.9
1,47,6,99,5,30,0,10,322.9
1,54,7,2,9,42,0,10,122.4
1,41,6,99,7,30,0,10,203.2
1,29,4,99,9,25,0,10,21.1
1,44,6,8,7,44,0,3,3.9
1,18,3,8,6,20,0,9,12.7
2,38,5,8,7,44,0,5,52.1
1,38,5,8,7,38,0,10,30.8
2,41,6,8,9,38,0,8,169.3
1,27,4,8,7,44,0,7,4.5
2,49,6,99,7,30,0,10,117.9
2,25,4,8,7,44,0,4,48.9
1,45,6,8,4,44,0,2,227.9
1,35,5,9,6,44,0,4,110.6
2,33,5,8,7,44,0,9,19.8
1,32,5,8,6,44,0,10,4.5
1,35,5,4,9,40,0,5,130.9
2,43,6,8,7,44,0,7,11.6
1,35,5,8,7,44,0,10,68.9
1,39,5,8,5,44,0,6,9.9
1,34,5,8,4,44,0,5,38.4
1,36,5,9,7,44,0,3,2.3
1,27,4,8,7,44,0,5,76.6
1,68,8,99,9,20,0,9,187.2
2,37,5,8,7,44,0,2,26.4
2,46,6,99,9,40,0,10,87.9
2,18,3,8,7,44,0,3,0.9
2,24,3,8,7,44,0,7,14.6
1,23,3,99,7,20,0,10,2.9
1,31,5,9,7,44,0,4,47.7
2,52,7,99,7,40,0,10,272.9
1,20,3,8,7,44,0,4,3.9
1,47,6,8,7,44,0,5,80.9
1,53,7,8,7,44,0,10,295.3
1,24,3,9,7,44,0,3,31.7
2,59,7,99,7,40,0,10,187.6
1,39,5,99,7,40,0,10,103.0
2,42,6,9,9,44,0,2,72.6
2,39,5,2,7,44,0,3,50.9
1,54,7,8,4,44,0,10,183.7
2,44,6,9,9,25,0,9,309.9
2,38,5,99,9,20,0,10,12.0
1,56,7,99,7,40,0,10,103.7
2,30,5,8,7,44,0,5,9.6
1,43,6,99,7,40,0,9,177.8
1,49,6,8,7,44,0,8,26.2
1,19,3,9,7,44,0,8,11.8
2,25,4,8,7,44,0,5,3.6
1,37,5,99,7,40,0,10,167.3
1,30,5,8,7,1,0,5,2.3
2,40,6,8,9,44,0,2,5.5
2,25,4,8,8,44,0,6,4.6
1,35,5,99,9,40,0,8,124.9
2,34,5,99,9,25,0,10,21.3
2,67,8,99,7,30,0,10,405.4
1,54,7,99,9,30,0,10,342.3
